actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",2 wins & 12 nominations.,152595680.0,欲望都市,USA,,,,"Comedy, Drama, Romance",tt1000774,,,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,https://m.media-amazon.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX300.jpg,5.6,145,,,Sex and the City,,2008
"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam",2 wins & 2 nominations.,,巨蟒与圣杯,UK,,,,"Adventure, Comedy, Fantasy",tt0071853,,,"King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.2,91,,,Monty Python and the Holy Grail,,1975
"Simon Armstrong, Ben Batt, Geoffrey Beevers, Rachel Bell",1 win & 2 nominations.,,爱的边缘,UK,,,,"Biography, Drama, Romance, War",tt0819714,,,"Two feisty, free-spirited women are connected by the brilliant, charismatic poet who loves them both.",https://m.media-amazon.com/images/M/MV5BODIwMmZjZTYtMWM0MC00NGUyLWE0NTktMTc4NDFiZGZmMDQ4XkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,6.3,110,,,The Edge Of Love,,2008
"Soo-jung Lim, Rae-won Kim, Mi-sook Lee, Jang-Su Bae",,,恋爱进行时,South Korea,,,,Romance,tt0381838,,,"Mi-na is a high school student living alone with her mother, dreams of having the perfect boyfriend. But can any man hope to live up to her image of the ideal partner?",https://m.media-amazon.com/images/M/MV5BOWNkNzAxMGMtN2E2NC00YTk0LTlhNzEtNjVjNzNiNWQzMmM0XkEyXkFqcGdeQXVyNDc5MzE4NjQ@._V1_SX300.jpg,7.3,104,,,Ing,,2003
"Michael Hadley, Charlie Rowe, Lucy Fleming, Philip Seymour Hoffman",2 wins & 9 nominations.,8000000.0,海盗电台,"UK, France, Germany",,,,"Comedy, Drama, Music",tt1131729,,,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",https://m.media-amazon.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX300.jpg,7.4,117,,,Pirate Radio,,2009
"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan",1 win & 4 nominations.,81522784.0,博物馆奇妙夜3：墓葬秘密,"UK, USA",,,,"Adventure, Comedy, Family, Fantasy",tt2692250,,,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",https://m.media-amazon.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_SX300.jpg,6.2,98,,,Night at the Museum,,2014
"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",Nominated for 1 Oscar. Another 23 wins & 33 nominations.,,猜火车,UK,,,,Drama,tt0117951,,,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.1,93,,,Trainspotting,,1996
"Mia Wasikowska, Jamie Bell, Su Elliot, Holliday Grainger",Nominated for 1 Oscar. Another 10 wins & 15 nominations.,,简·爱,"UK, USA",,,,"Drama, Romance",tt1229822,,,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,https://m.media-amazon.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SX300.jpg,7.3,120,,,Jane Eyre,,2011
"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach",2 wins & 2 nominations.,52300000.0,触不到的恋人,USA,,,,"Drama, Fantasy, Romance",tt0410297,,,"A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",https://m.media-amazon.com/images/M/MV5BMTYxMTgxNDI3MV5BMl5BanBnXkFtZTcwMzIxMTIzMw@@._V1_SX300.jpg,6.8,99,,,The Lake House,,2006
"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey",Nominated for 3 Oscars. Another 3 wins.,,相见恨晚,UK,,,,"Drama, Romance",tt0037558,,,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.0,86,,,Brief Encounter,,1945
"Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz",1 win & 2 nominations.,7008208.0,年轻时候,USA,,,,"Comedy, Drama, Mystery",tt1791682,,,A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@._V1_SX300.jpg,6.3,97,,,While We're Young,,2014
"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston",Won 5 Oscars. Another 19 wins & 8 nominations.,,桃色公寓,USA,,,,"Comedy, Drama, Romance",tt0053604,,,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,8.3,125,,,The Apartment,,1960
"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",8 nominations.,13000000.0,轮滑女郎,USA,,,,"Drama, Sport",tt1172233,,,"In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",https://m.media-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,6.9,111,,,Whip It,,2009
"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",Won 1 Oscar. Another 8 wins & 18 nominations.,,一条名叫旺达的鱼,"UK, USA",,,,"Comedy, Crime",tt0095159,,,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.",https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,108,,,A Fish Called Wanda,,1988
"Tsutomu Yamazaki, Nobuko Miyamoto, Kôji Yakusho, Ken Watanabe",6 wins & 4 nominations.,224097.0,蒲公英,Japan,,,,Comedy,tt0092048,,,A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,https://m.media-amazon.com/images/M/MV5BOTE5ZWY2MGEtYjA5ZS00YjdkLTk1MmMtNGFhMDRlNTkzNTRiXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,7.9,114,,,Tampopo,,1985
"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",,10642511.0,压榨,USA,,,,"Comedy, Crime, Romance",tt1225822,,,"Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him.",https://m.media-amazon.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_SX300.jpg,6.1,92,,,Extract,,2009
"Woody Allen, Diane Keaton, Georges Adet, Frank Adu",1 win & 1 nomination.,,爱与死,USA,,,,"Comedy, War",tt0073312,,,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",https://m.media-amazon.com/images/M/MV5BMTYxMDk1NTA5NF5BMl5BanBnXkFtZTcwNDkzNzA2NA@@._V1_SX300.jpg,7.7,85,,,Love and Death,,1975
"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly",5 wins & 2 nominations.,449282.0,两小无猜,"France, Belgium",,,,"Comedy, Drama, Romance",tt0364517,,,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",https://m.media-amazon.com/images/M/MV5BNjIwOGJhY2QtMTA5Yi00MDhlLWE5OTgtYmIzZDNlM2UwZjMyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,7.6,93,,,Love Me If You Dare,,2003
"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor",62 wins & 23 nominations.,6500000.0,三傻大闹宝莱坞,India,,,,"Comedy, Drama",tt1187043,,,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.4,170,,,3 Idiots,,2009
"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco",10 wins & 19 nominations.,109243480.0,四十岁的老处男,USA,,,,"Comedy, Romance",tt0405422,,,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",https://m.media-amazon.com/images/M/MV5BMTNjYTA1NDMtZGZmZi00MTdiLThjZTMtZWU1MGYyZjZkNzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.1,116,,,The 40 Year Old Virgin,,2005
"Clara Lago, Dani Rovira, Carmen Machi, Karra Elejalde",11 wins & 14 nominations.,,西班牙情事,Spain,,,,"Comedy, Romance",tt2955316,,,"Rafael, a Sevillian who has never left Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women whom he has ever known.",https://m.media-amazon.com/images/M/MV5BMjI5NTM0MDg5Nl5BMl5BanBnXkFtZTgwNjQxNTYxMjE@._V1_SX300.jpg,6.5,98,,,Spanish Affair,,2014
"Dominique Michel, Dorothée Berryman, Louise Portal, Pierre Curzi",Nominated for 1 Oscar. Another 13 wins & 6 nominations.,,美洲帝国的衰落,Canada,,,,"Comedy, Drama",tt0090985,,,Sexual revelations emerge when a group of academics and their partners spend a weekend at a country retreat.,https://m.media-amazon.com/images/M/MV5BMTg0MTI0Mjc2OV5BMl5BanBnXkFtZTcwNzEwMTMzMQ@@._V1_SX300.jpg,7.2,101,,,The Decline of the American Empire,,1986
"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",Won 4 Oscars. Another 26 wins & 8 nominations.,,安妮·霍尔,USA,,,,"Comedy, Romance",tt0075686,,,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,8.0,93,,,Annie Hall,,1977
"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano",Won 3 Oscars. Another 67 wins & 51 nominations.,,美丽人生,Italy,,,,"Comedy, Drama, Romance, War",tt0118799,,,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.6,116,,,Life Is Beautiful,,1997
"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",Won 1 Oscar. Another 24 wins & 30 nominations.,,窈窕淑男,USA,,,,"Comedy, Drama, Romance",tt0084805,,,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.4,116,,,Tootsie,,1982
"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana",3 nominations.,51814192.0,滑稽人物,USA,,,,"Comedy, Drama",tt1201167,,,"When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.",https://m.media-amazon.com/images/M/MV5BNWU0ZDllZWEtNWI4ZC00YjIzLTk3YjMtZmE0MmFiNzg4MmRlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,146,,,Funny People,,2009
"George Clooney, Frances McDormand, Brad Pitt, John Malkovich",Nominated for 2 Golden Globes. Another 8 wins & 30 nominations.,60338892.0,阅后即焚,"USA, UK, France",,,,"Comedy, Crime, Drama, Thriller",tt0887883,,,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,https://m.media-amazon.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.0,96,,,Burn After Reading,,2008
"Jesse Eisenberg, Martin Starr, Jack Gilpin, Margarita Levieva",1 win & 4 nominations.,15900000.0,冒险乐园,USA,,,,"Comedy, Drama, Romance",tt1091722,,,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",https://m.media-amazon.com/images/M/MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@._V1_SX300.jpg,6.8,107,,,Adventureland,,2009
"Seann William Scott, Jay Baruchel, Alison Pill, Liev Schreiber",1 win & 13 nominations.,840657.0,冰球坏小子,"USA, Canada",,,,"Comedy, Drama, Sport",tt1456635,,,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",https://m.media-amazon.com/images/M/MV5BMTcxOTQwMTQ3MF5BMl5BanBnXkFtZTcwMDcyOTQwNw@@._V1_SX300.jpg,6.8,92,,,Goon,,2011
"Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",10 wins & 22 nominations.,44478016.0,大人物拿破仑,USA,,,,Comedy,tt0374900,,,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",https://m.media-amazon.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_SX300.jpg,6.9,96,,,Napoleon Dynamite,,2004
"Andrey Mironov, Ninetto Davoli, Antonia Santilli, Alighiero Noschese",,,意大利人在俄罗斯的奇遇,"Soviet Union, Italy",,,,"Adventure, Comedy, Crime",tt0070439,,,"The mad adventures of the mad Italians, searching for the mad treasures in the mad Russia.",https://m.media-amazon.com/images/M/MV5BZWEzYjZhMjItYThkZS00NGNhLTkwMDEtMTFmZjU5NDdiOTQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_SX300.jpg,7.8,104,,,Unbelievable Adventures of Italians in Russia,,1974
"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",Nominated for 1 Oscar. Another 38 wins & 118 nominations.,45507864.0,月亮升起之王国,USA,,,,"Comedy, Drama, Romance",tt1748122,,,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",https://m.media-amazon.com/images/M/MV5BMzllMWI1ZDQtMmFhNS00NzJkLThmMTMtNzFmMmMyYjU3ZGVjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,7.8,94,,,Moonrise Kingdom,,2012
"Mohamed Fellag, Sophie Nélisse, Émilien Néron, Marie-Ève Beauregard",Nominated for 1 Oscar. Another 30 wins & 12 nominations.,2009041.0,拉扎老师,Canada,,,,"Comedy, Drama",tt2011971,,,"At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.",https://m.media-amazon.com/images/M/MV5BNjM0NTYyNTkwNF5BMl5BanBnXkFtZTcwMzQwOTUzNw@@._V1_SX300.jpg,7.5,95,,,Monsieur Lazhar,,2011
"Tony Randall, Jayne Mansfield, Betsy Drake, Joan Blondell",Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,,成功之路,USA,,,,"Comedy, Romance",tt0051196,,,"To save his career, a writer for television advertising wants a famous actress to endorse a lipstick. In return, he has to pretend to be her new lover.",https://m.media-amazon.com/images/M/MV5BZGQ2OTRhODQtOWVkYy00NGU3LTgzOTUtYjkzYjg5MDJiNzA2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,7.0,93,,,Will Success Spoil Rock Hunter,,1957
"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis",Won 3 Oscars. Another 15 wins & 19 nominations.,,月色撩人,USA,,,,"Comedy, Drama, Romance",tt0093565,,,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,7.1,102,,,Moonstruck,,1987
"Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver",Nominated for 1 Golden Globe. Another 1 win & 47 nominations.,3900000.0,弗兰西丝·哈,USA,,,,"Comedy, Drama, Romance",tt2347569,,,"A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",https://m.media-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@._V1_SX300.jpg,7.5,86,,,Frances Ha,,2012
"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield",Won 1 Oscar. Another 4 wins & 6 nominations.,,智勇急转弯,USA,,,,"Comedy, Crime",tt0104952,,,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_SX300.jpg,7.6,120,,,My Cousin Vinny,,1992
"Judi Dench, Tom Wilkinson, Patrick Pearson, Hugh Dickson",Nominated for 2 Golden Globes. Another 4 wins & 20 nominations.,46377024.0,涉外大酒店,"UK, USA, United Arab Emirates",,,,"Comedy, Drama, Romance",tt1412386,,,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",https://m.media-amazon.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_SX300.jpg,7.2,124,,,The Best Exotic Marigold Hotel,,2011
"Sharni Vinson, Nicholas Tucci, Wendy Glenn, AJ Bowen",11 wins & 20 nominations.,25064090.0,你是下一个,"USA, UK",,,,"Horror, Mystery, Thriller",tt1853739,,,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.",https://m.media-amazon.com/images/M/MV5BMTQwODAxMTE1NF5BMl5BanBnXkFtZTcwNTQ0MjY3OQ@@._V1_SX300.jpg,6.5,95,,,You're Next,,2011
"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",5 wins & 30 nominations.,21501098.0,迷途知返,USA,,,,"Comedy, Drama",tt1727388,,,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",https://m.media-amazon.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX300.jpg,7.4,103,,,The Way Way Back,,2013
"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman",Nominated for 1 Oscar. Another 9 wins & 54 nominations.,9600000.0,蓝色情人节,USA,,,,"Drama, Romance",tt1120985,,,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",https://m.media-amazon.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_SX300.jpg,7.4,112,,,Blue Valentine,,2010
"Meda Andreea Victor, Alexandru Potocean, Valentin Teodosiu, Alexandru Bindea",3 wins & 8 nominations.,,安静的婚礼,"Romania, Luxembourg, France",,,,"Comedy, Drama, History, Romance",tt1194620,,,"In a small isolated village, in 1953, a wedding is interrupted by the news about the death of Stalin. Because any public celebration is forbidden, they decide to turn the happy event into a silent wedding.",https://m.media-amazon.com/images/M/MV5BNjc2NzcwMTEyMl5BMl5BanBnXkFtZTgwNTI2NDc0MTE@._V1_SX300.jpg,7.9,87,,,Silent Wedding,,2008
"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",3 wins & 1 nomination.,,如果我留下,USA,,,,"Drama, Fantasy, Music, Romance, Sci-Fi",tt1355630,,,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",https://m.media-amazon.com/images/M/MV5BMjI4NjkxODMyMF5BMl5BanBnXkFtZTgwODYwODQ5MTE@._V1_SX300.jpg,6.7,107,,,If I Stay,,2014
"Philip Seymour Hoffman, Catherine Keener, Sadie Goldstein, Tom Noonan",8 wins & 29 nominations.,3000000.0,纽约提喻法,USA,,,,"Comedy, Drama",tt0383028,,,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",https://m.media-amazon.com/images/M/MV5BMjA0MjIyOTI3MF5BMl5BanBnXkFtZTcwODM5NTY5MQ@@._V1_SX300.jpg,7.6,124,,,Synecdoche New York,,2008
